PRODUCT,PRODUCT ID,PHYSICAL,LOGICAL,GMI FC,R&N A.C.N,GROUP,CLEARING ADMIN,CLEARING VENUE,MIC CODE,BUYER PAY INDEX (COMMODITY REFERENCE PRICE),CFTC REPORTABLE LEVEL,PAIRED SWAP BASIS,POSITION TYPE INDICATOR,SECTION 20.2 COVERED FUTURES CONTRACT,SELLER PAY INDEX (COMMODITY REFERENCE PRICE)
Crude Diff - Urals Med vs Dated Brent CFD Future,1893,UCF,UCF,BJ,SN25,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
ULSD 10ppm CIF Med Cargoes Future,2572,UCM,UCM,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Powder River Basin Coal Futures,2865,UCP,UCP,,,Coal,PowRvrBas Coal,ICEU,IFEU,,,,,,
HSC Swing Future,1461,UCS,UCS,UC,QI03,Natural Gas,Swing Master,ICEU,IFED,,,,,,
CSX Coal Futures,2864,UCX,UCX,,,Coal,CSX Coal,ICEU,IFEU,,,,,,
LOW SULPHUR GASOIL AVERAGE PRICE OPTION,3432,ULA,ULS,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Low Sulphur Gasoil 1st Line Future,3432,ULA,ULS,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Gasoil Diff - Low Sulphur Gasoil 1st Line vs Gasoil 1st Line Future,3433,ULB,ULB,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Future (in MTs),3434,ULC,ULC,,,Crude Oil and Refined Products,Cracks mt,ICEU,IFEU,,,,,,
Gasoil Crack - Low Sulphur Gasoil 1st Line vs Brent 1st Line Future (in Bbls),3435,ULD,ULD,,,Crude Oil and Refined Products,Cracks bbl,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Future,3436,ULE,ULE,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - ULSD 10ppm CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,3437,ULF,ULF,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm CIF NWE (Le Havre) Cargoes vs Low Sulphur Gasoil 1st Line Future,3438,ULG,ULG,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 50ppm FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Future,3439,ULH,ULH,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - ULSD 10ppm CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Future,3440,ULI,ULI,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Jet Fuel Diff - Jet CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,3441,ULJ,ULJ,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Jet Fuel Diff - Jet FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Future,3442,ULK,ULK,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Heating Oil Arb - Heating Oil 1st Line vs Low Sulphur Gasoil 1st Line Future (in MTs),3443,ULL,ULL,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Heating Oil Arb - Heating Oil 1st Line vs Low Sulphur Gasoil 1st Line Future (in Bbls),3444,ULM,ULM,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
ULSD 10ppm CIF NWE Cargoes Future,2571,ULN,ULN,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Gasoil Arb - Singapore 0.5% Gasoil vs Low Sulphur Gasoil 1st Line Future (in Bbls),3552,ULP,ULP,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Future,3553,ULQ,ULQ,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Future,3554,ULR,ULR,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Low Sulphur Gas Oil/Gas Oil Futures Spread,3447,ULS,ULS,,,Crude Oil and Refined Products,LS GO/GO Spr,ICEU,IFEU,,,,,,
Low Sulphur Gasoil Futures,3425,ULS,ULS,,,Crude Oil and Refined Products,IPE e-Gas Oil,ICEU,IFEU,,,,,,
Low Sulphur Gasoil Futures Singapore MM,3427,ULS,ULS,,,Crude Oil and Refined Products,IPE e-Gas Oil,ICEU,IFEU,,,,,,
Low Sulphur Gasoil Futures TAS,3426,ULS,ULS,,,Crude Oil and Refined Products,IPE e-Gas Oil,ICEU,IFEU,,,,,,
Low Sulphur Gasoil Futures US MM,3428,ULS,ULS,,,Crude Oil and Refined Products,IPE e-Gas Oil,ICEU,IFEU,,,,,,
Low Sulphur Gasoil Option,3425,ULS,ULS,,,Crude Oil and Refined Products,IPE e-Gas Oil,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,3555,ULT,ULT,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm (UK) CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Future,3556,ULU,ULU,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
CAISO NP-15 Day-Ahead Off-Peak Daily Fixed Price Future,746,UNP,UNP,UN,OU52,Electricity,Pwr WestOPDaily,ICEU,IFED,,,,,,
Low Sulphur Gasoil Bullet Future,3563,UUB,ULS,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
EU-STYLE LOW SULPHUR GASOIL OPTION,3564,UUL,ULS,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
EU-Style Low Sulphur Gasoil Future,3564,UUL,ULS,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Gasoil Diff - Low Sulphur Gasoil 1-Month Calendar Spread Future,3716,UUM,UUM,7K-UM,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Low Sulphur Gasoil 1-Month Calendar Spread Option,3716,UUM,UUM,7K-UM,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Dollar Based Currency Pairs US Dollar/Czech Koruna,859,VC,VC ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Palo Verde Day-Ahead Peak Daily Fixed Price Future,751,VDP,VDP,VD,OU49,Electricity,Pwr West Daily,ICEU,IFED,,,,,,
Low Sulphur Gasoil 1st Line Balmo Future,3721,VEA-VEZ; VFA-VFE,ULV,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3722,VFF-VFZ; VGA-VGJ,ULW,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3723,VGK-VGZ; VHA-VHO,ULX,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Gasoil Diff - Gasoil 0.1% FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Balmo Future,3724,VHP-VHZ; VIA-VIT,ULY,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm (UK) CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3725,VIU-VIZ; VJA-VJY,ULZ,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm FOB Rotterdam Barges vs Low Sulphur Gasoil 1st Line Balmo Future,3726,VJZ;VKA-VKZ;VLA-VLD,UMA,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - Diesel 10ppm CIF NWE (Le Havre) Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3727,VLE-VLZ; VMA-VMI,UMB,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - ULSD 10ppm CIF Med Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3728,VMJ-VMZ; VNA-VNN,UMC,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Diesel Diff - ULSD 10ppm CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3729,VNO-VNZ; VOA-VOS,UMD,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
Jet Fuel Diff - Jet CIF NWE Cargoes vs Low Sulphur Gasoil 1st Line Balmo Future,3730,VOT-VOZ; VPA-VPX,UME,,,Crude Oil and Refined Products,Ref Diffs mt,ICEU,IFEU,,,,,,
"Propane, Argus Far East vs. Propane, Argus CIF ARA, Differential Balmo Future",2525,VRD-VSH,EGE,,,Natural Gas Liquids,NGL Master,ICEU,IFEU,,,,,,
Dollar Based Currency Pairs US Dollar/Hungarian Forint,861,VU,VU ,,,Currency,FOREX,ICUS,IFUS,,,,,,
Gasoil Arb - Singapore 0.5% Gasoil vs Low Sulphur Gasoil 1st Line Balmo Future (in Bbls),4079,VUS-VVW,UKP,,,Crude Oil and Refined Products,Ref Diffs bbl,ICEU,IFEU,,,,,,
Premium Unleaded Gasoline 10ppm FOB Med Cargoes Balmo Future,4081,VVX-VXB,UCC,,,Crude Oil and Refined Products,Ref Outright mt,ICEU,IFEU,,,,,,
GASOIL OUTRIGHT SINGAPORE GASOIL BALMO FUTURE,4074,VXC-VYG,SWT,,,Crude Oil and Refined Products,RefOutright bbl,ICEU,IFEU,,,,,,
Crude Diff - WCS TMX 1b Index Balmo Future,4169,VYH-VZL,TDY,,,Crude Oil and Refined Products,Crude Diffs,ICEU,IFEU,,,,,,
Milling Wheat Futures,3656,WA,WA,,,Grains - Canada,Milling Wheat,ICCA,IFCA,,,,,,
Milling Wheat Options,3656,WA,WA,,,Grains - Canada,Milling Wheat,ICCA,IFCA,,,,,,
Waha Basis Future,439,WAH,WAH,NV,NE90,Natural Gas,Basis Master,ICEU,IFED,,,,,,
Waha Index Future,460,WAI,WAI,HR,SR13,Natural Gas,Index Master,ICEU,IFED,,,,,,
Waha Swing Future,474,WAS,WAS,HS,SR16,Natural Gas,Swing Master,ICEU,IFED,,,,,,
TD5 FFA-West Africa to USAC (Baltic) Future,3239,WAU,WAU,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TC14 FFA-USGC to Continent (Baltic) Future,4191,WCN,WCN,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
ERCOT West 345KV Hub Day-Ahead Peak Daily Fixed Price Future,2629,WEA,WEA,,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
ERCOT West 345KV Real-Time Off-Peak Fixed Price Future,1865,WEB,WEB,AH,SM95,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
ERCOT West 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,2641,WEC,WEC,,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
ERCOT West 345KV Real-Time Off-Peak Daily Fixed Price Future,1871,WED,WED,AL,SM99,Electricity,Pwr EastOPDaily,ICEU,IFED,,,,,,
TD3 FFA-Arabian Gulf to Japan (Baltic) Future,3238,WGJ,WGJ,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TC5 FFA-Arabian Gulf to Japan (Platts) Future,3244,WMJ,WMJ,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TD7 FFA-UK North Sea to Continent (Baltic) Future,3241,WNC,WNC,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TC2 FFA-Northwest Europe to USAC (Baltic) Future,3236,WNU,WNU,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TC4 FFA-Singapore to Japan (Platts) Future,3237,WSJ,WSJ,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
TC6 FFA-Skikda to Lavera (Cross Med) (Baltic) Futures,3240,WSL,WSL,,,Wet Freight,Wet Freight,ICEU,IFEU,,,,,,
WTI Bullet Future,1743,WTB,WBS,WT,SG67,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
EU-Style WTI Future,1746,WUL,WBS,WU,SG28,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
EU-Style WTI Option,1746,WUL,WBS,WU,SG28,Crude Oil and Refined Products,Crude Outrights,ICEU,IFEU,,,,,,
ERCOT West Load Zone Day-Ahead Peak Daily Fixed Price Future,2625,WZA,WZA,,,Electricity,Pwr E DailyMini,ICEU,IFED,,,,,,
ERCOT West Load Zone Day-Ahead Peak Fixed Price Future,2609,WZB,WZB,,,Electricity,Pwr East Mini,ICEU,IFED,,,,,,
ERCOT West Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,2637,WZC,WZC,,,Electricity,Pwr E OPDayMini,ICEU,IFED,,,,,,
ERCOT West Load Zone Day-Ahead Off-Peak Fixed Price Future,2617,WZD,WZD,,,Electricity,Pwr East OPMini,ICEU,IFED,,,,,,
Henry Physical Basis LD1,1142,XGA,XGA,,,OTC Natural Gas,Hen Phys Gas,NGX,IEPA,,,,,,
Henry Physical Fixed Price Monthly,1124,XGB,XGB,,,OTC Natural Gas,Hen Phys Gas,NGX,IEPA,,,,,,
Henry Physical Gas Daily Monthly,1133,XGC,XGC,,,OTC Natural Gas,Hen Phys Gas,NGX,IEPA,,,,,,
Henry Physical Inside FERC,1139,XGD,XGD,,,OTC Natural Gas,Hen Phys Gas,NGX,IEPA,,,,,,
Henry Physical Fixed Price Spot,1416,XGF,XGF,,,OTC Natural Gas,Hen BM Phys Gas,NGX,IEPA,,,,,,
Henry Physical Gas Daily Spot,1417,XGG,XGG,,,OTC Natural Gas,Hen BM Phys Gas,NGX,IEPA,,,,,,
Malin Physical Basis LD1,1143,XGI,XGI,,,OTC Natural Gas,Malin Phys Gas,NGX,IEPA,,,,,,
Malin Physical Fixed Price Monthly,1127,XGJ,XGJ,,,OTC Natural Gas,Malin Phys Gas,NGX,IEPA,,,,,,
Malin Physical Gas Daily Monthly,1135,XGK,XGK,,,OTC Natural Gas,Malin Phys Gas,NGX,IEPA,,,,,,
Malin Physical Natural Gas Intelligence,1140,XGL,XGL,,,OTC Natural Gas,Malin Phys Gas,NGX,IEPA,,,,,,
Malin Physical Fixed Price Spot,1418,XGN,XGN,,,OTC Natural Gas,Mal BM Phys Gas,NGX,IEPA,,,,,,
Malin Physical Gas Daily Spot,1419,XGO,XGO,,,OTC Natural Gas,Mal BM Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Basis LD1,1144,XGQ,XGQ,,,OTC Natural Gas,PG&E Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Fixed Price Monthly,1130,XGR,XGR,,,OTC Natural Gas,PG&E Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Gas Daily Monthly,1137,XGS,XGS,,,OTC Natural Gas,PG&E Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Natural Gas Intelligence,1141,XGT,XGT,,,OTC Natural Gas,PG&E Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Fixed Price Spot,1420,XGV,XGV,,,OTC Natural Gas,PGE BM Phys Gas,NGX,IEPA,,,,,,
PG&E Citygate Physical Gas Daily Spot,1421,XGW,XGW,,,OTC Natural Gas,PGE BM Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Fixed Price Spot,1274,XIH,XIH,,,OTC Natural Gas,Pan BM Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Fixed Price Monthly,1273,XII,XII,,,OTC Natural Gas,Pan MO Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Gas Daily Spot,1283,XIJ,XIJ,,,OTC Natural Gas,Pan BM Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Gas Daily Monthly,1282,XIK,XIK,,,OTC Natural Gas,Pan MO Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Basis LD1,1266,XIL,XIL,,,OTC Natural Gas,Pan MO Phys Gas,NGX,IEPA,,,,,,
Panhandle Physical Inside FERC,1287,XIM,XIM,,,OTC Natural Gas,Pan MO Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Fixed Price Spot,1271,XIN,XIN,,,OTC Natural Gas,Dem BM Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Fixed Price Monthly,1270,XIO,XIO,,,OTC Natural Gas,Dem MO Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Gas Daily Spot,1280,XIP,XIP,,,OTC Natural Gas,Dem BM Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Gas Daily Monthly,1279,XIQ,XIQ,,,OTC Natural Gas,Dem MO Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Basis LD1,1265,XIR,XIR,,,OTC Natural Gas,Dem MO Phys Gas,NGX,IEPA,,,,,,
NNG Demarc Physical Inside FERC,1286,XIS,XIS,,,OTC Natural Gas,Dem MO Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Fixed Price Spot,1268,XIT,XIT,,,OTC Natural Gas,TXE BM Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Fixed Price Monthly,1267,XIU,XIU,,,OTC Natural Gas,TXE MO Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Gas Daily Spot,1277,XIV,XIV,,,OTC Natural Gas,TXE BM Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Gas Daily Monthly,1276,XIW,XIW,,,OTC Natural Gas,TXE MO Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Basis LD1,1264,XIX,XIX,,,OTC Natural Gas,TXE MO Phys Gas,NGX,IEPA,,,,,,
NGPL TXOK Physical Inside FERC,1285,XIY,XIY,,,OTC Natural Gas,TXE MO Phys Gas,NGX,IEPA,,,,,,
TCO Physical Fixed Price Spot,1452,XIZ,XIZ,,,OTC Natural Gas,TCO SP Phys Gas,NGX,IEPA,,,,,,
TCO Physical Fixed Price Monthly,1450,XJA,XJA,,,OTC Natural Gas,TCO MO Phys Gas,NGX,IEPA,,,,,,
TCO Physical Gas Daily Spot,1455,XJB,XJB,,,OTC Natural Gas,TCO SP Phys Gas,NGX,IEPA,,,,,,
TCO Physical Gas Daily Monthly,1453,XJC,XJC,,,OTC Natural Gas,TCO MO Phys Gas,NGX,IEPA,,,,,,
TCO Physical Basis LD1,1457,XJD,XJD,,,OTC Natural Gas,TCO MO Phys Gas,NGX,IEPA,,,,,,
TCO Physical Inside FERC,1456,XJE,XJE,,,OTC Natural Gas,TCO MO Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Fixed Price Spot,1500,XJF,XJF,,,OTC Natural Gas,Trn SP Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Fixed Price Monthly,1498,XJG,XJG,,,OTC Natural Gas,Trn MO Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Gas Daily Spot,1503,XJH,XJH,,,OTC Natural Gas,Trn SP Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Gas Daily Monthly,1501,XJI,XJI,,,OTC Natural Gas,Trn MO Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Basis LD1,1505,XJJ,XJJ,,,OTC Natural Gas,Trn MO Phys Gas,NGX,IEPA,,,,,,
Transco Station 65 (Zone 3) Physical Inside FERC,1504,XJK,XJK,,,OTC Natural Gas,Trn MO Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Fixed Price Spot,1395,XJL,XJL,,,OTC Natural Gas,Dom BM Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Fixed Price Monthly,1394,XJM,XJM,,,OTC Natural Gas,Dom MO Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Gas Daily Spot,1401,XJN,XJN,,,OTC Natural Gas,Dom BM Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Gas Daily Monthly,1400,XJO,XJO,,,OTC Natural Gas,Dom MO Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Basis LD1,1408,XJP,XJP,,,OTC Natural Gas,Dom MO Phys Gas,NGX,IEPA,,,,,,
Dominion South Physical Inside FERC,1406,XJQ,XJQ,,,OTC Natural Gas,Dom MO Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Fixed Price Spot,1398,XJR,XJR,,,OTC Natural Gas,Mid BM Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Fixed Price Monthly,1397,XJS,XJS,,,OTC Natural Gas,Mid MO Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Gas Daily Spot,1404,XJT,XJT,,,OTC Natural Gas,Mid BM Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Gas Daily Monthly,1403,XJU,XJU,,,OTC Natural Gas,Mid MO Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Basis LD1,1409,XJV,XJV,,,OTC Natural Gas,Mid MO Phys Gas,NGX,IEPA,,,,,,
NGPL Midcont Physical Inside FERC,1407,XJW,XJW,,,OTC Natural Gas,Mid MO Phys Gas,NGX,IEPA,,,,,,
Michcon Physical Fixed Price Spot,2356,XJZ,XJZ,,,OTC Natural Gas,Mich SP PhysGas,NGX,IEPA,,,,,,
Michcon Physical Fixed Price Monthly,2354,XKA,XKA,,,OTC Natural Gas,Mich MO PhysGas,NGX,IEPA,,,,,,
Michcon Physical Gas Daily Spot,2359,XKB,XKB,,,OTC Natural Gas,Mich SP PhysGas,NGX,IEPA,,,,,,
Michcon Physical Gas Daily Monthly,2357,XKC,XKC,,,OTC Natural Gas,Mich MO PhysGas,NGX,IEPA,,,,,,
Socal Citygate Physical Fixed Price Spot,1838,XKF,XKF,,,OTC Natural Gas,Socl SP PhysGas,NGX,IEPA,,,,,,
Socal Citygate Physical Fixed Price Monthly,1836,XKG,XKG,,,OTC Natural Gas,Socl MO PhysGas,NGX,IEPA,,,,,,
Socal Citygate Physical Gas Daily Spot,1841,XKH,XKH,,,OTC Natural Gas,Socl SP PhysGas,NGX,IEPA,,,,,,
Socal Citygate Physical Gas Daily Monthly,1839,XKI,XKI,,,OTC Natural Gas,Socl MO PhysGas,NGX,IEPA,,,,,,
CG Mainline Physical Fixed Price Spot,1597,XLA,XLA,,,OTC Natural Gas,CGMn SP Phy Gas,NGX,IEPA,,,,,,
CG Mainline Physical Fixed Price Monthly,1595,XLB,XLB,,,OTC Natural Gas,CGMn MO Phy Gas,NGX,IEPA,,,,,,
CG Mainline Physical Gas Daily Spot,1600,XLC,XLC,,,OTC Natural Gas,CGMn SP Phy Gas,NGX,IEPA,,,,,,
CG Mainline Physical Gas Daily Monthly,1598,XLD,XLD,,,OTC Natural Gas,CGMn MO Phy Gas,NGX,IEPA,,,,,,
CG Mainline Physical Basis LD1,1602,XLE,XLE,,,OTC Natural Gas,CGMn MO Phy Gas,NGX,IEPA,,,,,,
CG Mainline Physical Inside FERC,1601,XLF,XLF,,,OTC Natural Gas,CGMn MO Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Fixed Price Spot,1586,XLG,XLG,,,OTC Natural Gas,CGOn SP Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Fixed Price Monthly,1584,XLH,XLH,,,OTC Natural Gas,CGOn MO Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Gas Daily Spot,1589,XLI,XLI,,,OTC Natural Gas,CGOn SP Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Gas Daily Monthly,1587,XLJ,XLJ,,,OTC Natural Gas,CGOn MO Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Basis LD1,1591,XLK,XLK,,,OTC Natural Gas,CGOn MO Phy Gas,NGX,IEPA,,,,,,
CG Onshore Physical Inside FERC,1590,XLL,XLL,,,OTC Natural Gas,CGOn MO Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Fixed Price Spot,1575,XLM,XLM,,,OTC Natural Gas,T500 SP Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Fixed Price Monthly,1573,XLN,XLN,,,OTC Natural Gas,T500 MO Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Gas Daily Spot,1578,XLO,XLO,,,OTC Natural Gas,T500 SP Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Gas Daily Monthly,1576,XLP,XLP,,,OTC Natural Gas,T500 MO Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Basis LD1,1580,XLQ,XLQ,,,OTC Natural Gas,T500 MO Phy Gas,NGX,IEPA,,,,,,
TGP 500L Physical Inside FERC,1579,XLR,XLR,,,OTC Natural Gas,T500 MO Phy Gas,NGX,IEPA,,,,,,
TGP 800L Physical Fixed Price Spot,1813,XLS,XLS,,,OTC Natural Gas,T800 SP PhysGas,NGX,IEPA,,,,,,
TGP 800L Physical Fixed Price Monthly,1811,XLT,XLT,,,OTC Natural Gas,T800 MO PhysGas,NGX,IEPA,,,,,,
TGP 800L Physical Gas Daily Spot,1817,XLU,XLU,,,OTC Natural Gas,T800 SP PhysGas,NGX,IEPA,,,,,,
TGP 800L Physical Gas Daily Monthly,1815,XLV,XLV,,,OTC Natural Gas,T800 MO PhysGas,NGX,IEPA,,,,,,
Consumers Physical Fixed Price Spot,4017,XNL,XNL,,,OTC Natural Gas,Con SPPhysGas,NGX,IEPA,,,,,,
Consumers Physical Fixed Price Monthly,4015,XNM,XNM,,,OTC Natural Gas,Con MOPhysGas,NGX,IEPA,,,,,,
Consumers Physical Gas Daily Spot,4020,XNN,XNN,,,OTC Natural Gas,Con SPPhysGas,NGX,IEPA,,,,,,
Consumers Physical Gas Daily Monthly,4018,XNO,XNO,,,OTC Natural Gas,Con MOPhysGas,NGX,IEPA,,,,,,
Consumers Physical Inside Ferc,4021,XNP,XNP,,,OTC Natural Gas,Con MOPhysGas,NGX,IEPA,,,,,,
Consumers Physical Basis LD1,4022,XNQ,XNQ,,,OTC Natural Gas,Con MOPhysGas,NGX,IEPA,,,,,,
EP Keystone Physical Fixed Price Spot,1932,XST,XST,,,OTC Natural Gas,EPKeySP PhysGas,NGX,IEPA,,,,,,
EP Keystone Physical Fixed Price Monthly,1934,XSU,XSU,,,OTC Natural Gas,EPKeyMO PhysGas,NGX,IEPA,,,,,,
EP Keystone Physical Gas Daily Spot,1929,XSV,XSV,,,OTC Natural Gas,EPKeySP PhysGas,NGX,IEPA,,,,,,
EP Keystone Physical Gas Daily Monthly,1931,XSW,XSW,,,OTC Natural Gas,EPKeyMO PhysGas,NGX,IEPA,,,,,,
ANR SE (Louisiana) Physical Fixed Price Spot,1830,XTA,XTA,,,OTC Natural Gas,ANRSE SPPhysGas,NGX,IEPA,,,,,,
ANR SE (Louisiana) Physical Fixed Price Monthly,1828,XTB,XTB,,,OTC Natural Gas,ANRSE MOPhysGas,NGX,IEPA,,,,,,
ANR SE (Louisiana) Physical Gas Daily Spot,1833,XTC,XTC,,,OTC Natural Gas,ANRSE SPPhysGas,NGX,IEPA,,,,,,
